T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
1013292,-210,-159,958,140,5040,-12390
1013312,-256,-165,978,6300,-3710,-5110
1013332,-264,-130,1005,4200,4410,-9800
1013352,-267,-147,992,-630,5460,-14700
1013372,-181,-146,942,-2310,-5320,-17010
1013392,-248,-176,963,-7420,-10500,-20440
1013412,-223,-122,1010,0,-5110,-16030
1013432,-205,-144,967,6790,-18410,-13160
1013452,-246,-181,951,3990,-19740,-11410
1013472,-160,-119,995,-3010,-11340,-19950
1013492,-207,-145,988,-6580,3850,-25550
1013512,-253,-124,1014,-12740,12040,-25690
1013532,-276,-219,966,-19110,16800,-30450
1013552,-128,-159,969,-22260,16800,-32480
1013572,-83,-214,956,-27300,26110,-44520
1013592,-85,-370,1075,-31710,36470,-42490
1013612,-91,-208,1003,-8610,27160,-62090
1013632,-267,-176,971,28980,-27090,-85610
1013652,-300,-132,901,35280,-27650,-65940
1013672,-186,-68,921,17990,5810,-54880
1013692,-73,-170,1027,5600,43470,-37450
1013712,-72,-196,1054,7420,35140,-29540
1013732,-236,-190,992,6860,4970,-38150
1013752,-319,-172,916,-3500,-12040,-41580
1013772,-417,-203,987,-2940,-20930,-59080
1013792,-318,-136,867,4760,-12810,-84000
1013812,-130,-141,1007,4200,13720,-120050
1013832,141,-95,1109,5950,31010,-144900
1013852,-27,-168,1060,13160,10570,-149450
1013872,-243,-244,1008,10010,-10080,-113120
1013892,-341,-269,988,7420,-31150,-104580
1013912,-321,-302,967,10920,-58240,-131110
1013932,-158,-240,947,5810,-61740,-164850
1013952,49,-202,1012,-4060,-42070,-180810
1013972,-68,-364,1057,-9100,-28280,-173600
1013992,-118,-442,1076,-20160,-15120,-97510
1014012,-152,-370,933,-33600,-14980,-101010
1014032,-159,-333,869,-47460,2240,-113890
1014052,3,-266,870,-50190,16660,-111090
1014072,81,-391,922,-32200,20370,-70140
1014092,217,-377,997,-7420,-7910,-63700
1014112,175,-376,914,-13020,-21280,-66430
1014132,-7,-393,892,-33320,-9800,-60970
1014152,45,-366,948,-46130,2870,-69930
1014172,189,-339,836,-45290,15050,-63700
1014192,126,-339,830,-40460,15470,-55160
1014212,87,-380,837,-29330,1330,-50890
1014232,67,-349,910,-15680,-6580,-53830
1014252,105,-291,859,-10990,3080,-67410
1014272,170,-285,775,-7840,20020,-72520
1014292,68,-353,989,700,20510,-67690
1014312,98,-381,1101,11830,16520,-62790
1014332,165,-366,1037,8260,17220,-62020
1014352,143,-302,924,-9380,8820,-64890
1014372,112,-190,853,-10570,-8470,-72800
1014392,-3,-298,942,-630,-10220,-59500
1014412,40,-472,1050,5180,25060,-5390
1014432,205,-341,986,7910,43820,8540
1014452,165,-285,868,5950,17920,-22890
1014472,70,-348,826,7840,-1610,-32340
1014492,23,-409,814,12460,-9590,-41160
1014512,71,-340,759,12740,-2030,-55020
1014532,66,-351,868,4270,21840,-62720
1014552,85,-322,829,-1820,45570,-50050
1014572,27,-389,875,14210,40180,-45430
1014592,38,-409,998,28000,31640,-43470
1014612,107,-361,984,33040,34930,-50050
1014632,82,-401,1130,28490,31080,-56070
1014652,103,-290,1040,35070,23030,-56140
1014672,99,-178,884,39060,16450,-58450
1014692,116,-207,1008,22750,9800,-56770
1014712,113,-214,1044,30590,3080,-52710
1014732,115,-267,1074,30870,-5530,-50890
1014752,136,-248,1079,22540,-10780,-44030
1014772,92,-238,1050,4970,-8750,-38430
1014792,85,-185,960,-2380,-1890,-28490
1014812,86,-167,935,-10150,-210,-26740
1014832,79,-259,1013,-8190,-4060,-26670
1014852,87,-247,1008,-1960,-4690,-23660
1014872,109,-200,957,-5040,-10010,-35980
1014892,24,-226,873,-560,-10780,-37240
1014912,100,-177,915,8330,-9380,-40950
1014932,111,-206,950,9520,-6860,-40810
1014952,146,-209,968,7280,-2170,-33600
1014972,156,-183,926,2590,2380,-40110
1014992,147,-173,1027,2100,7980,-51940
1015012,141,-174,1053,3780,10850,-56910
1015032,239,-142,1010,8750,10010,-54250
1015052,174,-143,983,4690,4480,-51310
1015072,169,-126,974,3640,-2380,-55370
1015092,182,-118,996,5740,-8470,-69930
1015112,210,-168,1005,5740,-4550,-74620
1015132,173,-225,1027,2380,3570,-70770
1015152,170,-190,1035,4970,17220,-74270
1015172,152,-150,1018,12460,24150,-80010
1015192,150,-104,1026,21770,17500,-87500
1015212,94,-134,985,26740,3850,-91980
1015232,-5,-69,1008,20930,-5880,-88970
1015252,114,-123,1005,12600,1960,-100800
1015272,378,-115,1093,15260,-9800,-109830
1015292,72,-161,898,10430,5950,-105210
1015312,276,25,1002,21070,-6650,-97020
1015332,173,24,953,23730,-2870,-102480
1015352,125,-39,957,7280,9450,-91560
1015372,229,-28,1008,700,4900,-96670
1015392,292,-5,1044,-10010,-6650,-94850
1015412,229,26,1011,-21140,-7420,-89320
1015432,169,55,963,-34650,-1400,-83720
1015452,87,-131,930,-43610,-980,-93870
1015472,102,-197,960,-39340,-3080,-117320
1015492,166,-55,963,-17150,-13090,-137830
1015512,215,-44,955,-6370,-28980,-142940
1015532,233,-135,963,-6370,-35420,-147070
1015552,190,-53,946,-8960,-31010,-135660
1015572,153,-93,938,-8540,-23100,-117810
1015592,240,-84,991,-11130,-22260,-107310
1015612,263,-57,988,-8400,-25830,-99470
1015632,274,-67,1000,-9100,-27650,-86100
1015652,275,-24,999,-4480,-25200,-85330
